id,filename,repository,categories,status,confidence,related_repositories,related_artifacts_note
2618,"CLOUDFLARE_NAMESERVERS.txt","current-repo","Infrastructure;Deployment;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2619,"COMPREHENSIVE_AUDIT.md","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2620,"COMPREHENSIVE_SETUP_README.md","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2621,"README.md","current-repo","Testing;QA;Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2622,"deploy-fly.ps1","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2623,"deploy-ssh.ps1","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2624,"deploy-to-vercel.ps1","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2625,"deploy.ps1","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2626,"deploy.sh","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2627,"docker-compose.production.yml","current-repo","Infrastructure;DevOps;Deployment;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2628,"deployment-sepolia-1750821000242.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2629,"deployment-sepolia-1750821000382.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2630,"deployment-sepolia-1750821063711.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2631,"deployment-sepolia-1750821063886.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2632,"deployment-sepolia-1750873878414.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2633,"deployment-sepolia-1750873878506.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2634,"deployment-sepolia-1750874902251.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2635,"deployment-sepolia-1750874902415.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2636,"deployment-sepolia-1751339466284.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2637,"deployment-sepolia-1751339466399.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2638,"deployment-sepolia-1754075911920.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2639,"deployment-sepolia-1754075912202.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2640,"deployment-sepolia-1754076005060.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2641,"deployment-sepolia-1754076005378.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2642,"DEPLOYMENT_GUIDE.md","current-repo","Deployment;Infrastructure;Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2643,"DEPLOYMENT_STATUS_UPDATE.md","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2644,"DEPLOYMENT_VERIFICATION_REPORT.md","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2645,"DNS_SETUP_GUIDE.txt","current-repo","Infrastructure;DevOps;Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2646,"docker-compose.n8n.yml","current-repo","Infrastructure;DevOps;Automation;n8n;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2647,"docker-compose.yml","current-repo","Infrastructure;DevOps;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2648,"Dockerfile","current-repo","Infrastructure;DevOps;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2649,"Dockerfile.n8n","current-repo","Infrastructure;DevOps;Automation;n8n;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2650,"EMERGENCY_VERCEL_FIX.md","current-repo","Infrastructure;Deployment;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2651,"env-example.txt","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2652,"FINAL_DOMAIN_SETUP.txt","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2653,"FINAL_LAUNCH_SQL.sql","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2654,"FINAL_STATUS_REPORT.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2655,"FIXES_COMPLETE.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2656,"FLY-DEPLOYMENT-GUIDE.md","current-repo","Deployment;Infrastructure;Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2657,"fly.toml","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2658,"HOMEPAGE_COMPLETE_STATUS.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2659,"HOW_TO_RUN.txt","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2660,"lighthouse-mobile-baseline.json","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2661,"lighthouse-report.json","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2662,"LIVE_WEBSITE_VERIFICATION.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2663,"MIGRATION_PLAN.md","current-repo","SQL Migration;Implementation Plan;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2664,"neon-config.json","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2665,"ONBOARDING_FIX_GUIDE.md","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2666,"openai_key.txt","current-repo","AI;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2667,"deploy.sh","current-repo","API;Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2668,"package.json","current-repo","API;Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2669,"deploy-all.sh","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2670,"deploy.sh","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2671,"main.py","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2672,"requirements.txt","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2673,"README.md","current-repo","Deployment;Infrastructure;Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2674,"package-lock.json","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2675,"package.json","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2676,"PERFORMANCE_OPTIMIZATION.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2677,"PERFORMANCE_ROUTE_FIX_SUMMARY.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2678,"PRISMA_CASING_FIX_SUMMARY.md","current-repo","Database;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2679,"production.env.template","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2680,"common.json","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2681,"dashboard.json","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2682,"manifest.json","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2683,"robots.txt","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2684,"QUICK_FIX_SUMMARY.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2685,"railway.env.example","current-repo","Infrastructure;Deployment;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2686,"railway.json","current-repo","Infrastructure;Deployment;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2687,"RETURNS_ARRAY_FIX_SUMMARY.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2688,"RISKMETRICS_FIX_SUMMARY.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2689,"run-comprehensive-setup.ps1","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2690,"bulk-directory-submit.py","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2691,"deploy-n8n-cloud.sh","current-repo","Deployment;Infrastructure;Automation;n8n;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2692,"deploy-n8n-production.sh","current-repo","Deployment;Infrastructure;Automation;n8n;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2693,"generate_categories.py","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2694,"security-audit.json","current-repo","Security;Authentication;Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2695,"SENTIMENT_FIX_SUMMARY.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2696,"setup-ssh-key.ps1","current-repo","Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2697,"SSH-DEPLOYMENT-GUIDE.md","current-repo","Deployment;Infrastructure;Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2698,"STATUS_REPORT.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2699,"STOCK_DATA_FIX_SUMMARY.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2700,"supabase-schema.sql","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2701,"test-apis.ps1","current-repo","Testing;QA;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2702,"test-build.ps1","current-repo","Testing;QA;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2703,"test-website.ps1","current-repo","Testing;QA;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2704,"THEME_UPDATE_COMPLETE.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2705,"tsconfig.json","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2706,"TYPESCRIPT_FIXES_SUMMARY.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2707,"TYPE_MISMATCH_FIX_SUMMARY.md","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2708,"UPDATE_NAMESERVERS.txt","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2709,"user_profiles_schema.sql","current-repo","Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2710,"VERCEL-ENVIRONMENT-SETUP.md","current-repo","Infrastructure;Deployment;Documentation;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2711,"vercel.json","current-repo","Infrastructure;Deployment;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2712,"VERCEL_BUILD_FIX_SUMMARY.md","current-repo","Infrastructure;Deployment;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2713,"VIDEO_RFQ_FIXED.txt","current-repo","RFQ;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2714,"VOICE_RFQ_FIXED.txt","current-repo","RFQ;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2715,"netlify.toml","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2716,"package-lock.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2717,"package.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2718,"state.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2719,"package-lock.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2720,"package.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2721,"postcss.config.cjs","current-repo","Deployment;Infrastructure;Design;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2722,"common.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2723,"temple-bell.mp3.txt","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2724,"package-lock.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2725,"package.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2726,"common.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2727,"temple-bell.mp3.txt","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2728,"tsconfig.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2729,"vercel.json","current-repo","Deployment;Infrastructure;Legacy","Archived","medium-high (filename/path keyword match, content not read)","",""
2730,"🔥 BELL24h_ One-Page Brutal Truth.pdf","current-repo","Unknown","Active","low","",""
2731,"🔥 BRUTAL TRUTH_ BELL24h Revenue Reality Check.pdf","current-repo","Unknown","Active","low","",""
2732,".aider.chat.history.md","old-digitex-erp-bell24h","Conversation Archive","Legacy","medium-high (filename/path keyword match, content not read)","",""
2733,"settings.local.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2734,"new-mcp-server.yaml","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2735,"new-mcpServer.yaml","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2736,"new-model.yaml","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2737,"Dockerfile","old-digitex-erp-bell24h","Infrastructure;DevOps","Legacy","medium-high (filename/path keyword match, content not read)","",""
2738,"environment.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2739,"mcp.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2740,"settings.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2741,".env.development","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2742,".env.development.backup","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2743,".env.example","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2744,".env.local","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2745,".env.local.backup.1756839874707","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2746,".env.local.backup.1756844683945","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2747,".env.local.example","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2748,".env.local.txt","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2749,".env.neon","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2750,".env.neon.example","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2751,".env.production","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2752,".env.production.example","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2753,".env.production.protected-backup","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2754,".env.production.template","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2755,".env.production.txt","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2756,".env.revenuecat.example","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2757,".env.staging","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2758,".env.template","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2759,".env.test","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
2760,".env.windsurf","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2761,"cypress.yml","old-digitex-erp-bell24h","DevOps;Automation;Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
2762,"deploy.yml","old-digitex-erp-bell24h","Deployment;Infrastructure;DevOps;Automation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2763,"pages.yml","old-digitex-erp-bell24h","DevOps;Automation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2764,"manifest.json","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
2765,"manifest.json","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
2766,"edge-functions-import-map.json","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
2767,"manifest.json","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
2768,"___netlify-server-handler.zip","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
2769,".env.production","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
2770,"package.json","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
2771,"package.json","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
2772,"run-config.json","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
2773,"___netlify-server-handler.json","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
2774,"netlify.toml","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
2775,"package-lock.json","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
2776,"package.json","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
2777,"state.json","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
2778,"common.json","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
2779,"temple-bell.mp3.txt","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
2780,".protected-files-checksums.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2781,"Complete RFQ Routes, Prisma Baseline, and Deploy.md","old-digitex-erp-bell24h","Database;Deployment;Infrastructure;RFQ","Legacy","medium-high (filename/path keyword match, content not read)","",""
2782,"Server Verification And n8n 502 Fix Over SSH.md","old-digitex-erp-bell24h","Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
2783,".vercel-env-vars.txt","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
2784,"extensions.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2785,"settings.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2786,".webthinkerrc.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2787,"ADD-DNS-A-RECORDS.md","old-digitex-erp-bell24h","Infrastructure;DevOps","Legacy","medium-high (filename/path keyword match, content not read)","",""
2788,"ADMIN-PANEL-COMPREHENSIVE-AUDIT.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2789,"Aggressive-Git-Cleanup.ps1","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2790,"docker-compose.yml","old-digitex-erp-bell24h","Infrastructure;DevOps;AI","Legacy","medium-high (filename/path keyword match, content not read)","",""
2791,"Dockerfile","old-digitex-erp-bell24h","Infrastructure;DevOps;AI","Legacy","medium-high (filename/path keyword match, content not read)","",""
2792,"main.py","old-digitex-erp-bell24h","AI","Legacy","medium-high (filename/path keyword match, content not read)","",""
2793,"monitoring.py","old-digitex-erp-bell24h","AI","Legacy","medium-high (filename/path keyword match, content not read)","",""
2794,"requirements.txt","old-digitex-erp-bell24h","AI","Legacy","medium-high (filename/path keyword match, content not read)","",""
2795,"AI-FEATURES-COMPLETE-STATUS.md","old-digitex-erp-bell24h","AI","Legacy","medium-high (filename/path keyword match, content not read)","",""
2796,"AI_ROUTER_IMPLEMENTATION.md","old-digitex-erp-bell24h","AI","Legacy","medium-high (filename/path keyword match, content not read)","",""
2797,"ALL-API-ROUTES-SUMMARY.md","old-digitex-erp-bell24h","API","Legacy","medium-high (filename/path keyword match, content not read)","",""
2798,"API-AI-FEATURES-VERIFICATION.md","old-digitex-erp-bell24h","API;AI","Legacy","medium-high (filename/path keyword match, content not read)","",""
2799,"api-spec.yaml","old-digitex-erp-bell24h","API","Legacy","medium-high (filename/path keyword match, content not read)","",""
2800,"package.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2801,"ASSEMBLYAI_INTEGRATION_COMPLETE.md","old-digitex-erp-bell24h","AI","Legacy","medium-high (filename/path keyword match, content not read)","",""
2802,"audit-report-2025-09-02.json","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2803,"404-scan-20250801_022036.txt","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2804,"auto-deploy-everything.ps1","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
2805,"AUTO-DEPLOY-NOW.ps1","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
2806,"AUTO-DEPLOY-SUMMARY.md","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
2807,"auto-execution-config.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2808,"auto-fix-502-and-deploy.sh","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
2809,"AUTO-VERIFY-SITE.ps1","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2810,"automated-deployment-verification.ps1","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
2811,"AUTO_DEPLOY_FINAL.cjs","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
2812,"engine.py","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
2813,"engine_prisma.py","old-digitex-erp-bell24h","Database;Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
2814,"__init__.py","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
2815,"ab_test.py","old-digitex-erp-bell24h","API;Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
2816,"tasks.py","old-digitex-erp-bell24h","API","Legacy","medium-high (filename/path keyword match, content not read)","",""
2817,"__init__.py","old-digitex-erp-bell24h","API","Legacy","medium-high (filename/path keyword match, content not read)","",""
2818,"ai.py","old-digitex-erp-bell24h","API","Legacy","medium-high (filename/path keyword match, content not read)","",""
2819,"__init__.py","old-digitex-erp-bell24h","API","Legacy","medium-high (filename/path keyword match, content not read)","",""
2820,"__init__.py","old-digitex-erp-bell24h","API","Legacy","medium-high (filename/path keyword match, content not read)","",""
2821,"prioritizer.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2822,"__init__.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2823,"verify.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2824,"postgres.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2825,"scaling.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2826,"__init__.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2827,"conversion_dashboard.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2828,"__init__.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2829,"protocol.py","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2830,"__init__.py","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2831,"ai_services.py","old-digitex-erp-bell24h","AI","Legacy","medium-high (filename/path keyword match, content not read)","",""
2832,"__init__.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2833,"enhancement_queue.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2834,"__init__.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2835,"__init__.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2836,"deploy.sh","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
2837,"DEPLOYMENT.md","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
2838,"dev_server.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2839,"docker-compose.yml","old-digitex-erp-bell24h","Infrastructure;DevOps","Legacy","medium-high (filename/path keyword match, content not read)","",""
2840,"Dockerfile","old-digitex-erp-bell24h","Infrastructure;DevOps","Legacy","medium-high (filename/path keyword match, content not read)","",""
2841,"N8N_WORKFLOW_SETUP.md","old-digitex-erp-bell24h","Automation;n8n;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2842,"README.md","old-digitex-erp-bell24h","Automation;n8n;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2843,"test-workflows.sh","old-digitex-erp-bell24h","Automation;n8n;Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
2844,"invite-companies-claim.json","old-digitex-erp-bell24h","Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
2845,"marketing-automation.json","old-digitex-erp-bell24h","Automation;n8n;Marketing","Legacy","medium-high (filename/path keyword match, content not read)","",""
2846,"rfq-ai-matching.json","old-digitex-erp-bell24h","AI;Automation;n8n;RFQ","Legacy","medium-high (filename/path keyword match, content not read)","",""
2847,"PRODUCTION_CHECKLIST.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2848,"README.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2849,"requirements.txt","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2850,"clean_fake_data.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2851,"README_POST_AUDIT.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2852,"run_post_audit_protocol.py","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2853,"train_sample_rfq_model.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2854,"test_ai_explain.py","old-digitex-erp-bell24h","AI;Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
2855,"test_ai_service.py","old-digitex-erp-bell24h","AI;Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
2856,"backup-critical-files.cjs","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2857,"BELL24h Bootstrap Risk Audit & Mitigation Report.pdf","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
